id	legalName	ateco	region	description
749	SBE-VARVIT S.P.A.	25	Emilia-Romagna	L'azienda opera nella fabbricazione di articoli di bulloneria unificata e su disegno, realizzando componenti meccanici in acciaio mediante un processo produttivo integrato che comprende la preparazione delle vergelle, il trattamento termico, la fosfatazione, la trafilatura, lo stampaggio a caldo e a freddo, e varie lavorazioni meccaniche quali tornitura, intestatura, rullatura, fresatura e maschiatura, seguite da operazioni di tempra, rinvenimento, trattamenti superficiali e confezionamento. Il portafoglio produttivo include viti, bulloni, dadi e filettature metriche, con una struttura produttiva caratterizzata da un elevato grado di verticalizzazione che controlla l'intero flusso della filiera produttiva.
750	VERALLIA ITALIA S.P.A.	23	Veneto	L'azienda opera nella fabbricazione di vetro cavo, realizzando contenitori in vetro per imballaggi alimentari e per bevande mediante processi tecnici che comprendono fusione, formatura, ricottura, selezione, imballaggio e logistica. La produzione prevede l'utilizzo di fonti di energia diversificate, inclusi gas naturale, energia elettrica e combustibili liquidi. Tra le attività correlate figurano la decorazione dei contenitori e la gestione tecnica di piattaforme per il movimentazione e scarico del vetro derivante da raccolta differenziata, nonché operazioni di riciclo dei materiali vetrosi.
751	COLSER SOCIETA' COOPERATIVA	81	Emilia-Romagna	L'azienda esegue interventi di pulizia, disinfestazione, disinfezione, derattizzazione e diserbi in ambienti commerciali, uffici, contesti sanitari, impianti industriali e aree pubbliche; vengono effettuate operazioni di spazzamento manuale e meccanico di strade e spazi aperti; l'offerta operativa comprende interventi integrati di sanificazione, igiene ambientale, raccolta di rifiuti speciali, manutenzione di aree verdi, custodia, sorveglianza, portierato, facchinaggio, gestione di magazzini, movimentazione di merci, handling aeroportuale, video ispezione, bonifica e sanificazione di condotte aerauliche e attività di logistica conto terzi; l'azione tecnica si articola in servizi integrati destinati alla gestione e al mantenimento di immobili, piazzali, parcheggi e aree esterne
752	ERGON S.P.A	46	Sicilia	L'impresa si occupa del commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco. L'attività prevede la gestione di una rete di distribuzione organizzata mediante punti vendita fisici, strutture cash & carry e piattaforme online per l'ordinamento e il ritiro dei prodotti. L'operatività copre la fornitura di generi alimentari freschi, surgelati e assortimenti diversificati, con l'esecuzione di contratti per la fornitura a strutture di ristorazione e mensa e l'impiego di sistemi logistici basati su più piattaforme finalizzate all'approvvigionamento e alla distribuzione.
753	IMPRESA SANGALLI GIANCARLO & C. S.R.L.	38	Lombardia	L'azienda opera nella gestione integrata dei rifiuti solidi non pericolosi mediante raccolta differenziata, trasporto, trattamento e smaltimento presso impianti autorizzati. L'operatività comprende il trasferimento tramite sistemi porta a porta e la separazione per frazioni merceologiche, attività di igiene urbana con interventi di pulizia meccanizzata e manuale del suolo pubblico, nonché operazioni di spurgo civile e industriale. Sono eseguiti servizi di trasporto, gestione e recupero dei materiali non pericolosi e interventi di manutenzione stradale, in conformità alle specifiche tecniche settoriali.
754	EDISON NEXT S.P.A	35	Piemonte	L'impresa realizza la produzione, la trasformazione e la distribuzione di energia elettrica, termica e fluida attraverso impianti per la generazione di vapore, acqua calda e aria compressa nei contesti industriali. L'attività comprende la depurazione, il trattamento e il condizionamento di acque primarie e reflue, nonché la realizzazione, l'installazione, il montaggio, la manutenzione e la riparazione di impianti per il riscaldamento, la climatizzazione, il condizionamento e la refrigerazione, includendo opere di evacuazione dei prodotti della combustione e delle condense. L'impresa opera inoltre nella progettazione, nello studio, nell'installazione e nell'assistenza tecnica di turbine idrauliche e termiche, comprensive di parti ed accessori, e nella gestione degli impianti di protezione contro le scariche atmosferiche, degli impianti idrici e sanitari, della distribuzione di gas e dei sistemi di sollevamento meccanico. In ambito di riciclo e recupero, l'attività si estende alla preparazione per il riciclaggio di cascami, rottami metallici e rifiuti industriali.
755	C.D.S. S.P.A.	46	Sicilia	L'azienda opera nel settore del commercio all'ingrosso non specializzato, gestendo la distribuzione di generi alimentari e non alimentari, inclusi articoli per la pulizia e per l'igiene personale, prodotti per la pulizia della casa, bevande e tabacco. La gestione logistica avviene attraverso centri di distribuzione dedicati al corretto stoccaggio e alla movimentazione di un ampio assortimento di referenze, mentre la rete vendita include sia punti vendita diretti che esercizi in affiliazione in modalità franchising, impiegando formati specifici quali supermercati e negozi specializzati.
756	ARCA COOPERATIVA SOCIALE	88	Toscana	L'organizzazione opera nel settore dell'assistenza sociale non residenziale, erogando interventi specifici in ambito infanzia e servizi socio-assistenziali. Vengono forniti interventi pedagogici e di cura attraverso l'erogazione di servizi presso asili nido, strutture di baby sitting e assistenza diurna per minori con disabilità, unitamente a attività di assistenza domiciliare rivolte ad anziani, disabili e soggetti in stato di svantaggio. L'ente gestisce inoltre progetti di riabilitazione e interventi specialistici in ambito salute mentale e dipendenze, con l'attuazione di servizi integrati erogati in convenzione con enti pubblici.
757	MM OPERATIONS S.R.L.	52	Emilia-Romagna	L'organizzazione esercita attività di custodia e deposito di merci non alimentari presso unità logistiche dedicate, operando nella gestione integrata di magazzini per conto terzi. Le operazioni comprendono la ricezione, il movimento interno, lo stoccaggio e la distribuzione delle merci, nonché l'erogazione di soluzioni di outsourcing logistica. Il sistema operativo prevede il monitoraggio delle fasi di movimentazione e la gestione centralizzata delle operazioni di dispatching.
758	OPERA-LABORATORI FIORENTINI SOCIETA' PER AZIONI	91	Toscana	L'azienda opera nella gestione e valorizzazione di spazi espositivi e di patrimonio culturale, coordinando la programmazione e l'organizzazione di eventi museali e manifestazioni culturali. Le attività museali comprendono l'impiego di biglietteria elettronica, l'accoglienza dei visitatori, l'assistenza alla visita e l'erogazione di attività educative. L'azienda si occupa inoltre della progettazione e realizzazione di allestimenti espositivi, interventi di restauro conservativo e allestimenti scenografici, nonché dell'esecuzione di lavori edili relativi alla costruzione e ristrutturazione di immobili civili, industriali e artigianali. A tal fine sono installati e mantenuti impianti elettrici, impianti radiotelevisivi, sistemi di riscaldamento e climatizzazione, impianti idrosanitari, reti per il trasporto di gas, impianti di sollevamento e dispositivi di protezione antincendio. L'offerta industriale comprende altresì il commercio all'ingrosso di arredi, elettrodomestici e componenti per l'allestimento degli interni, con particolare applicazione in contesti museali e strutture pubbliche.
759	MARPOSS SOCIETA' PER AZIONI	26	Emilia-Romagna	L'azienda opera nella fabbricazione di dispositivi per il disegno e il calcolo e di strumenti di precisione destinati al controllo e alla misura in ambito industriale. Vengono realizzate apparecchiature per laboratorio e materiale didattico, nonché dispositivi per la misura e regolazione dei parametri produttivi. La produzione comprende misuratori e sistemi di compensazione per la rettifica e il monitoraggio di macchine utensili, strumenti per il controllo dimensionale sia manuale che automatizzato, sistemi di misura in-process e componenti per stazioni di misura integrate. L'offerta si estende a tecnologie per equilibratura degli utensili, collaudo, test di tenuta e controllo non distruttivo, integrando soluzioni per il retrofit di macchinari esistenti e impiegando tecniche di misura cromatica confocale per applicazioni ad alta precisione.
760	IREN S.P.A.	70	Emilia-Romagna	Società operante come holding operativa in ambito multiutility che integra attività di produzione e distribuzione di energia elettrica mediante impianti idroelettrici, termoelettrici, a cogenerazione e fotovoltaici, gestione di sistemi di teleriscaldamento e distribuzione di gas nonché erogazione di energia termica. L'azienda opera nella gestione di reti idriche con impianti per acquedotto, fognatura e depurazione delle acque reflue e nella gestione del ciclo integrato dei rifiuti urbani, inclusa la raccolta differenziata e la gestione delle attività di riscossione tributi collegati. Le attività sono corroborate dalla partecipazione a gare e convenzioni per la fornitura di energia elettrica e termica, interventi di efficientamento energetico, riqualificazione degli impianti di illuminazione pubblica e altre prestazioni integrate.
761	RETI TELEVISIVE ITALIANE S.P.A. ED IN FORMA ABBREVIATA R.T.I. S.P .A.	60	Lazio	L'azienda opera nella radiodiffusione di contenuti radiofonici e televisivi, implementando trasmissioni sia in forma analogica che digitale in conformità alla normativa di riferimento. L'attività principale concerne la produzione e distribuzione di programmazione televisiva, che comprende fiction, notiziari, programmi sportivi e di intrattenimento, trasmessi su piattaforme tradizionali e digitali. Accanto all'attività di radiodiffusione, l'azienda gestisce una piattaforma di commercio elettronico tramite la quale vengono venduti materiali editoriali, articoli di abbigliamento e accessori, dispositivi hardware per la telefonia, elettrodomestici, dispositivi di elettronica di consumo, accessori audio/video, articoli per la cura della persona, prodotti per il bricolage, articoli sportivi, articoli per arredo domestico e giardino, nonché accessori per il settore automobilistico. L'azienda ha inoltre operato, attraverso procedure di gara pubblica, per l'acquisizione di immagini da repertorio destinate all'impiego in programmi televisivi.
762	IDROCENTRO S.P.A.	46	Piemonte	L'azienda opera nella distribuzione all'ingrosso e al dettaglio di componenti tecnici per impianti idraulici, termici, sanitari e di condizionamento e di materiali da costruzione. L'offerta comprende apparecchiature e accessori per l'installazione e la manutenzione di impianti civili e industriali, sistemi per irrigazione, rivestimenti in ceramica, pietre naturali, PVC e parquet, nonché componenti per lattoneria, lamiere e pannelli per coperture. Viene commercializzato materiale elettrico, elettromeccanico e dispositivi di illuminotecnica, unitamente ad attrezzature specifiche per interventi edili.
